LFQ intensity 6A_1	LFQ intensity 6A_2	LFQ intensity 6A_3	LFQ intensity 6A_4	LFQ intensity 6A_5	LFQ intensity 6A_6	LFQ intensity 6A_7	LFQ intensity 6A_8	LFQ intensity 6A_9	LFQ intensity 6B_1	LFQ intensity 6B_2	LFQ intensity 6B_3	LFQ intensity 6B_4	LFQ intensity 6B_5	LFQ intensity 6B_6	LFQ intensity 6B_7	LFQ intensity 6B_8	LFQ intensity 6B_9	LFQ intensity 6C_1	LFQ intensity 6C_2	LFQ intensity 6C_3	LFQ intensity 6C_4	LFQ intensity 6C_5	LFQ intensity 6C_6	LFQ intensity 6C_7	LFQ intensity 6C_8	LFQ intensity 6C_9	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names
NaN	NaN	NaN	17.81315	18.52726	18.5116	NaN	NaN	19.61072	NaN	NaN	NaN	18.26733	18.14226	18.63509	18.92862	19.20364	19.08371	NaN	NaN	NaN	18.25405	18.38785	18.50223	18.80779	19.29934	18.90504	5	5	5	14.8	14.8	14.8	48.854	0	65.952	7413300	37	Q01852	Q01852	Mitochondrial import inner membrane translocase subunit TIM44	TIM44
24.01776	24.19715	24.90596	25.32735	25.76848	25.64091	25.58047	25.29597	25.46292	25.60317	25.60823	25.4986	25.53228	25.47175	25.78262	25.49005	25.16431	25.44414	NaN	25.11108	25.40798	25.54848	25.66503	26.01912	25.40591	25.31188	25.24905	4	4	4	29.6	29.6	29.6	16.002	0	38.358	1040200000	89	Q01855	Q01855	40S ribosomal protein S15	RPS15
20.66084	20.21928	21.45989	20.9346	20.77	20.51518	20.73876	20.79535	20.90065	21.08258	20.3083	20.58298	20.81777	20.69727	20.60793	20.55328	20.84161	20.82478	NaN	20.52315	20.75971	20.80286	20.81589	20.40198	20.76134	20.98008	20.66562	8	8	7	21.5	21.5	19.8	45.271	0	35.938	38444000	95	Q01939	Q01939	26S protease regulatory subunit 8 homolog	RPT6
NaN	NaN	NaN	18.65864	18.8822	18.81606	NaN	NaN	NaN	NaN	NaN	NaN	18.68459	18.82342	18.90912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.60617	NaN	NaN	NaN	2	2	2	10.8	10.8	10.8	26.087	0	7.8179	6360400	4	Q01976	Q01976	ADP-ribose pyrophosphatase	YSA1
22.00758	NaN	NaN	23.91031	23.32182	23.60671	23.76729	23.39519	23.5559	NaN	NaN	NaN	23.45387	23.42739	23.36373	23.60648	23.57485	23.71041	NaN	NaN	NaN	23.06567	23.26141	23.14563	23.21832	23.47308	23.31783	11	6	6	46	26.7	26.7	19.961	0	28.077	216570000	74	Q02326	Q02326	60S ribosomal protein L6-A	RPL6A
17.40349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	6.8	6.8	6.8	52.418	0	7.1394	1637300	6	Q02354	Q02354	U3 small nucleolar RNA-associated protein 6	UTP6
NaN	NaN	NaN	18.43681	19.10615	19.36483	19.68832	20.3888	20.33985	NaN	NaN	NaN	18.36504	19.20106	19.17199	NaN	19.90145	19.62961	NaN	NaN	NaN	18.69496	18.85023	18.85218	18.96214	19.80406	19.11558	5	5	5	25.1	25.1	25.1	21.561	0	13.048	12554000	21	Q02486	Q02486	ARS-binding factor 2, mitochondrial	ABF2
NaN	NaN	NaN	NaN	18.20915	18.12883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.07515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.73622	NaN	NaN	NaN	5	5	5	6.5	6.5	6.5	96.552	0	11.222	4574700	8	Q02725	Q02725	Vacuolar transporter chaperone 3	VTC3
26.98934	26.74291	26.81617	25.1905	25.4872	25.62809	25.3912	25.12935	25.51704	27.2624	27.17798	26.52305	25.64262	25.5491	25.69991	25.53896	25.21089	25.52955	26.74727	26.86844	26.66858	25.49372	25.72674	25.84797	25.37029	25.11343	25.39441	6	6	1	33.8	33.8	6.9	18.242	0	71.177	1621900000	111	Q02753	Q02753	60S ribosomal protein L21-A	RPL21A
NaN	17.99844	18.1851	19.07436	18.96226	18.81083	18.23897	18.38532	NaN	NaN	17.82464	18.29867	18.69486	18.61332	18.2504	18.70958	18.4853	18.2739	NaN	NaN	18.28143	18.542	18.47489	18.52501	18.44184	NaN	NaN	6	6	6	15.5	15.5	15.5	55.098	0	16.578	7890500	36	Q02776	Q02776	Mitochondrial import inner membrane translocase subunit TIM50	TIM50
NaN	NaN	NaN	NaN	17.90806	18.02907	NaN	18.78107	18.3982	NaN	NaN	NaN	18.09903	NaN	17.92955	NaN	18.88762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.37789	18.53822	2	2	2	18.7	18.7	18.7	16.931	0	10.298	4385800	19	Q02784	Q02784	Monothiol glutaredoxin-5, mitochondrial	GRX5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	1.9	1.9	1.9	115.93	0.0015613	4.5125	1025600	2	Q02792	Q02792	5-3 exoribonuclease 2	RAT1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.16854	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	4.5	4.5	4.5	44.231	0.0036258	3.6547	3333200	7	Q02793	Q02793	Antiviral protein SKI8	SKI8
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.81222	NaN	NaN	NaN	2	2	2	7.7	7.7	7.7	31.653	0	8.4822	10885000	16	Q02795	Q02795	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1	SWP1
NaN	20.97085	21.16189	19.78649	19.95532	20.10444	20.17475	20.22659	20.3165	NaN	20.87373	21.2127	20.12755	20.04993	20.17463	20.35907	20.32882	20.07051	NaN	20.97113	20.92781	20.34495	20.20562	19.90254	19.9303	19.9346	20.0355	3	3	3	5	5	5	60.441	0	18.264	30644000	51	Q02821	Q02821	Importin subunit alpha	SRP1
20.45583	20.64121	20.46513	20.58288	20.77419	20.92448	21.01373	21.22794	20.85544	20.81456	20.7376	20.85247	20.72342	21.03396	20.70708	20.88599	21.0125	20.9008	21.16466	20.61657	20.39968	20.66822	20.99866	20.93106	20.87433	21.23199	21.04587	12	12	12	18.9	18.9	18.9	74.409	0	38.488	47661000	92	Q02892	Q02892	Nucleolar GTP-binding protein 1	NOG1
NaN	NaN	NaN	16.90783	16.95526	16.78826	NaN	NaN	NaN	NaN	NaN	NaN	16.78174	16.74636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.73873	16.54383	16.56637	NaN	NaN	NaN	2	2	2	4.8	4.8	4.8	63.656	0.00083822	5.3908	1477800	7	Q02908	Q02908	Elongator complex protein 3	ELP3
NaN	NaN	NaN	19.7581	19.72007	19.50141	19.86691	20.40883	20.13082	NaN	NaN	NaN	19.41685	19.52566	19.56339	19.88859	20.76862	20.27344	NaN	NaN	NaN	19.16271	19.45898	19.30283	19.66707	19.62685	20.33407	11	11	11	16.3	16.3	16.3	101.24	0	30.915	16798000	47	Q02931	Q02931	NET1-associated nuclear protein 1	NAN1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.62028	2	2	2	3.7	3.7	3.7	51.021	0.0076762	3.2381	970430	2	Q03010	Q03010	Transcriptional regulatory protein UME1	UME1
NaN	NaN	NaN	NaN	NaN	NaN	19.26641	18.5216	18.19988	NaN	NaN	NaN	NaN	NaN	NaN	19.14136	NaN	17.35939	NaN	NaN	NaN	NaN	NaN	NaN	19.07182	18.37819	NaN	2	2	2	2.3	2.3	2.3	140.89	0.0095759	2.99	1831400	3	Q03016;Q12276	Q03016;Q12276	GLC7-interacting protein 3;HMG2-induced ER-remodeling protein 1	GIP3;HER1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.15323	1	1	1	7.3	7.3	7.3	17.895	0.0015408	4.3882	3103800	8	Q03020	Q03020	Iron sulfur cluster assembly protein 1, mitochondrial	ISU1
20.56987	20.07274	21.98294	22.29989	22.07519	21.96733	21.85342	22.06322	21.87125	20.53298	NaN	NaN	21.74677	22.08971	21.88413	21.68427	22.02577	21.99941	20.71406	20.82974	20.16852	21.68586	21.91192	21.75943	21.6808	22.23549	22.08602	4	4	4	33.6	33.6	33.6	15.901	0	95.963	70592000	73	Q03048	Q03048	Cofilin	COF1
NaN	NaN	NaN	17.52191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.70164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	7.3	7.3	7.3	65.032	0	7.2715	3381100	4	Q03103	Q03103	Endoplasmic oxidoreductin-1	ERO1
21.20455	21.56058	21.77788	21.09475	21.18683	21.22635	21.32553	21.31357	21.64082	21.49629	21.54755	22.02307	21.08589	21.23614	21.22229	21.28297	21.46214	21.33713	NaN	21.28258	21.54557	20.96113	21.14582	21.05577	21.25546	21.37687	21.27515	14	14	14	47.1	47.1	47.1	33.955	0	68.473	63980000	90	Q03161	Q03161	Glucose-6-phosphate 1-epimerase	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.09326	NaN	NaN	NaN	NaN	NaN	NaN	3	1	1	7.6	2.9	2.9	34.621	0.0022272	3.935	7427000	9	Q03178;P46999;Q03180	Q03178	Cell wall mannoprotein PIR1	PIR1
21.52392	21.46976	21.26075	21.5745	21.95426	21.79689	21.91492	21.9885	21.91247	21.15487	21.12098	21.93442	21.49746	21.75756	21.76838	21.85514	22.13305	21.90591	NaN	21.2674	21.30469	21.53507	21.68804	21.6123	22.03875	21.91265	21.97085	17	17	17	32.9	32.9	32.9	68.34	0	122.79	76916000	139	Q03195	Q03195	Translation initiation factor RLI1	RLI1
NaN	NaN	NaN	21.06677	21.18041	21.12868	NaN	NaN	NaN	NaN	NaN	NaN	21.00744	21.09693	21.04973	NaN	NaN	NaN	NaN	NaN	NaN	20.98419	21.048	20.91583	NaN	NaN	NaN	4	4	4	19	19	19	31.144	0	11.279	80232000	35	Q03219	Q03219	Uncharacterized protein YMR178W	
NaN	NaN	NaN	18.35552	18.44087	18.30946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.31571	18.41625	NaN	NaN	NaN	NaN	NaN	NaN	18.42669	18.24079	18.60744	NaN	NaN	NaN	4	4	4	4.8	4.8	4.8	107.67	0	9.1843	6841100	22	Q03516	Q03516	Uncharacterized protein RSN1	RSN1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.99214	NaN	NaN	NaN	2	2	2	12.8	12.8	12.8	23.949	0	7.3427	1136500	2	Q03525	Q03525	Protein TMA23	TMA23
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.37768	NaN	NaN	NaN	1	1	1	3.9	3.9	3.9	44.881	0.0057471	3.5098	256000	7	Q03529	Q03529	Ceramide very long chain fatty acid hydroxylase SCS7	SCS7
20.80766	21.26046	21.24278	20.40697	20.66718	20.70447	21.10936	20.80207	21.11197	22.29337	21.88021	21.34543	20.51056	20.69226	20.60684	20.92933	21.25321	20.85118	NaN	20.99155	21.90389	20.66145	20.72626	20.70244	21.03752	20.48375	21.03154	12	12	12	24.4	24.4	24.4	56.717	0	46.903	52381000	89	Q03532	Q03532	ATP-dependent RNA helicase HAS1	HAS1
21.29978	22.07822	22.49431	24.01996	23.93598	23.97448	23.97158	23.70999	23.73789	22.22638	22.56239	22.03275	23.84211	24.08805	24.14911	23.94762	23.89717	23.85386	21.46404	22.54042	22.25914	23.81939	24.08788	24.02394	23.99084	23.61684	23.80085	12	12	12	35	35	35	45.01	0	191.04	296570000	228	Q03558;P41816	Q03558	NADPH dehydrogenase 2	OYE2
25.8009	25.63015	25.67403	25.21475	25.26112	25.28535	25.64678	25.68314	25.95861	25.82607	25.78477	25.77135	25.33228	25.38067	25.43282	25.94206	25.84699	25.8949	24.6335	25.71843	25.68888	25.37974	25.37478	25.27537	25.7886	25.57929	25.6966	34	34	0	22.7	22.7	0	198.57	0	262.58	1128900000	412	Q12414;Q03612;Q03434;P0C2I5;Q12273;Q12141;P47100;P0C2J1;O13527	Q12414;Q03612;Q03434;P0C2I5;Q12273;Q12141;P47100;P0C2J1;O13527	Transposon Ty1-PL Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-ER1 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-ML2 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-LR2 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-OL Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-GR1 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-JR2 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-PR3 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Truncated transposon Ty1-A Gag-Pol polyprotein;Integrase;Reverse transcriptase/ribonuclease H	TY1B-PL;TY1B-ER1;TY1B-ML2;TY1B-LR2;TY1B-OL;TY1B-GR1;TY1B-JR2;TY1B-PR3;TY1B-A
NaN	19.36617	19.63948	19.65209	19.7378	19.69585	19.51212	19.75352	19.90909	NaN	19.96705	NaN	19.79295	19.73319	19.50461	19.7825	19.66978	19.93445	NaN	19.34208	19.60069	19.49498	19.41101	19.64067	19.46834	19.60009	19.96155	9	9	9	7.1	7.1	7.1	171.07	0	35.543	17832000	43	Q03640	Q03640	Tricalbin-3	TCB3
19.41475	NaN	NaN	19.47148	19.82495	19.62401	19.87668	19.99562	20.13408	NaN	NaN	NaN	19.51939	19.88685	19.79527	19.93229	20.26991	20.11032	NaN	NaN	NaN	19.51166	19.81822	19.32882	19.92267	19.92111	19.70438	6	6	6	14.3	14.3	14.3	56.793	0	21.585	17068000	41	Q03655	Q03655	Probable 1,3-beta-glucanosyltransferase GAS3	GAS3
22.3549	21.67646	22.28531	21.90334	22.02425	22.08472	22.1578	22.47197	22.34781	22.45347	22.79309	22.14087	21.77169	22.07071	21.99797	22.30755	22.50509	22.47328	22.65224	22.01794	22.24281	21.86537	22.12733	22.10482	22.2108	22.32578	22.19096	18	18	18	16.4	16.4	16.4	145.16	0	101.27	113880000	160	Q03690	Q03690	Clustered mitochondria protein 1	CLU1
NaN	NaN	NaN	16.72467	16.61626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.38623	NaN	16.2377	NaN	NaN	NaN	NaN	NaN	NaN	16.68031	NaN	NaN	NaN	NaN	NaN	2	2	2	11.6	11.6	11.6	20.662	0.0022831	4.2465	1130200	13	Q03705	Q03705	EKC/KEOPS complex subunit CGI121	CGI121
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.85477	NaN	NaN	NaN	NaN	NaN	3	3	3	6.3	6.3	6.3	61.072	0	7.1007	5713000	5	Q03761	Q03761	Transcription initiation factor TFIID subunit 12	TAF12
NaN	18.99929	18.88494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.95631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.84546	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	8.3	8.3	8.3	31.03	0	7.555	6164400	17	Q03768	Q03768	Protein GIR2	GIR2
NaN	NaN	NaN	17.87951	18.22966	18.1704	NaN	NaN	NaN	NaN	NaN	NaN	18.30853	18.37029	18.2749	NaN	NaN	NaN	NaN	NaN	NaN	18.1322	18.26559	18.34741	NaN	NaN	NaN	4	4	4	13.7	13.7	13.7	42.942	0	14.013	4389800	15	Q03771	Q03771	UPF0661 TPR repeat-containing protein YDR161W	YDR161W
NaN	NaN	NaN	18.65053	18.66823	18.48876	18.64382	18.7459	18.69279	NaN	NaN	NaN	NaN	18.45399	NaN	18.94555	18.10718	18.56711	NaN	NaN	NaN	NaN	18.49568	18.51611	18.38119	18.70222	18.31092	4	4	4	12.2	12.2	12.2	50.487	0	11.205	6039700	22	Q03774	Q03774	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82	TRM82
NaN	NaN	NaN	18.3725	18.25898	18.41588	16.99524	17.65599	17.39188	NaN	NaN	NaN	17.85866	17.74721	18.09321	17.1081	NaN	NaN	NaN	NaN	NaN	17.42865	17.78998	17.73265	17.3272	17.6082	17.41229	2	2	2	11.2	11.2	11.2	28.261	0	7.75	4359300	27	Q03835	Q03835	Monothiol glutaredoxin-3	GRX3
NaN	18.91354	NaN	19.20514	19.39778	19.48257	19.5337	19.65561	19.93229	NaN	18.51803	NaN	19.09888	19.44692	19.3963	19.8309	19.87814	19.63247	NaN	NaN	NaN	18.9102	19.34497	19.09081	19.58171	19.34145	19.86641	6	6	6	12	12	12	65.212	0	41.733	14180000	41	Q03862	Q03862	Probable metalloprotease ARX1	ARX1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.19056	1	1	1	13.9	13.9	13.9	13.962	0.0022355	4.0237	2375700	13	Q03880	Q03880	V-type ATPase assembly factor PKR1	PKR1
21.32471	21.50925	21.50451	20.66084	20.9289	21.07444	21.14108	20.94063	21.43013	21.29266	21.64209	21.48881	20.93675	21.03369	20.90331	21.24243	21.57612	21.3274	21.48478	21.5475	21.5663	20.98531	21.0316	21.08128	21.08907	21.01591	21.41864	10	10	10	27.4	27.4	27.4	50.452	0	48.471	58370000	113	Q03940	Q03940	RuvB-like protein 1	RVB1
NaN	NaN	NaN	18.35281	18.4	18.24623	NaN	NaN	NaN	NaN	NaN	NaN	18.04607	18.47179	18.11553	NaN	NaN	NaN	NaN	NaN	NaN	17.78424	17.90842	17.88965	NaN	NaN	NaN	3	3	3	16.7	16.7	16.7	27.544	0	9.4917	3569200	17	Q03973	Q03973	High mobility group protein 1	HMO1
20.47645	20.52659	21.17329	19.83468	19.92678	20.22729	20.42941	20.73082	20.92274	20.72634	NaN	20.72999	20.03093	19.94564	20.29041	20.52152	20.9679	20.90338	NaN	20.39393	20.351	20.13884	19.97421	20.05179	20.39707	20.75548	20.82881	5	5	5	17.8	17.8	17.8	34.184	0	35.211	32308000	38	Q04013	Q04013	Citrate/oxoglutarate carrier protein	YHM2
NaN	19.64785	19.87147	19.67628	19.78561	19.81018	19.56934	19.80546	19.84852	19.40445	19.71579	20.30941	19.2679	19.68195	19.75287	19.7154	19.52039	20.12389	NaN	19.30385	19.6959	19.26781	19.33123	19.75372	19.3063	19.44706	19.56581	7	7	7	16.5	16.5	16.5	45.782	0	18.211	18895000	55	Q04062	Q04062	26S proteasome regulatory subunit RPN9	RPN9
21.85863	21.61652	21.46926	21.30101	21.28766	21.45387	20.95333	20.95347	21.1218	21.91838	21.73236	21.35197	21.26551	21.36244	21.37454	20.95695	21.01195	21.06513	NaN	21.66327	21.58957	21.11997	21.27162	21.44869	21.014	20.9022	20.97883	8	8	8	35.4	35.4	35.4	30.501	0	59.561	59147000	94	Q04067	Q04067	Eukaryotic translation initiation factor 3 subunit G	TIF35
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.30626	NaN	NaN	NaN	3	3	3	2.9	2.9	2.9	108.4	0	8.4621	2619000	5	Q04175	Q04175	Importin beta SMX1	SXM1
16.45176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.2	2.2	2.2	72.001	0	12.417	89634	1	Q04177	Q04177	U3 small nucleolar RNA-associated protein 5	UTP5
NaN	NaN	NaN	19.50564	19.38934	19.02608	NaN	NaN	NaN	NaN	NaN	NaN	18.84206	19.02437	19.07284	NaN	NaN	NaN	NaN	NaN	NaN	18.6576	18.95861	18.87174	NaN	NaN	NaN	4	4	4	23.5	23.5	23.5	25.19	0	11.21	6875100	25	Q04178	Q04178	Hypoxanthine-guanine phosphoribosyltransferase	HPT1
NaN	18.68041	18.70843	NaN	NaN	NaN	18.95191	19.27862	19.50527	NaN	NaN	18.85447	NaN	NaN	NaN	19.00799	19.35563	19.66126	NaN	19.03403	19.0692	NaN	NaN	NaN	19.09589	19.35117	19.28127	19	2	0	13.4	1.5	0	198.9	0	43.091	8120900	30	Q04214;Q12490;Q04215;Q12266	Q04214;Q12490	Transposon Ty1-MR1 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-BL Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H	TY1B-MR1;TY1B-BL
NaN	NaN	NaN	17.92648	17.78264	17.68832	NaN	NaN	NaN	NaN	NaN	NaN	17.62149	17.64512	17.36265	NaN	NaN	NaN	NaN	NaN	NaN	17.2534	NaN	17.60538	NaN	NaN	NaN	6	6	6	5.1	5.1	5.1	144.95	0	9.1281	3178900	8	Q04217	Q04217	Probable ATP-dependent RNA helicase DHR1	ECM16
NaN	19.47314	19.72369	20.07222	20.14631	20.1327	20.15066	20.2995	20.03228	NaN	19.80027	19.91959	19.66619	19.80967	20.04073	19.7001	20.25396	19.97197	NaN	NaN	19.83801	19.78772	19.95773	19.92917	20.33516	20.25765	20.34549	6	6	6	17.6	17.6	17.6	57.261	0	50.842	21889000	44	Q04225	Q04225	Ribosome assembly protein RRB1	RRB1
NaN	NaN	NaN	18.66865	18.72624	18.58853	19.0512	19.07611	19.12523	NaN	NaN	NaN	18.86873	18.58009	18.75519	18.82165	19.12755	19.0384	NaN	NaN	NaN	18.61054	18.80051	18.48711	19.04447	18.88971	19.12333	3	3	3	6.4	6.4	6.4	57.686	0	13.499	8966800	33	Q04305	Q04305	U3 small nucleolar RNA-associated protein 15	UTP15
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.82071	NaN	NaN	NaN	2	2	2	12	12	12	24.668	0.00092507	7.0435	2426100	3	Q04338	Q04338	t-SNARE VTI1	VTI1
NaN	NaN	NaN	20.35208	19.70332	20.33952	19.4708	19.72296	19.51135	NaN	NaN	NaN	19.98259	19.65938	20.045	19.7184	19.72546	19.57372	NaN	NaN	NaN	19.69447	19.69703	19.90311	19.05962	19.80906	19.62425	4	4	4	32.9	32.9	32.9	17.679	0	41.791	17781000	38	Q04344	Q04344	Hit family protein 1	HNT1
NaN	NaN	NaN	19.35898	19.48674	19.34182	NaN	NaN	NaN	NaN	NaN	NaN	19.43441	19.47542	19.66313	NaN	NaN	NaN	NaN	NaN	NaN	19.2055	19.49115	19.34726	NaN	NaN	NaN	8	8	8	18.5	18.5	18.5	54.128	0	17.394	11526000	26	Q04371	Q04371	Protein-glutamate O-methyltransferase	
NaN	NaN	NaN	18.0978	17.91199	17.7723	NaN	NaN	NaN	NaN	NaN	NaN	17.64089	18.00097	17.78014	NaN	NaN	NaN	NaN	NaN	NaN	17.73906	17.85154	17.40349	NaN	NaN	NaN	3	3	3	4.4	4.4	4.4	75.105	0	7.7847	3871300	13	Q04373	Q04373	Pumilio homology domain family member 6	PUF6
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.81384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	11	11	11	25.67	0.0022371	4.0256	6944500	7	Q04432	Q04432	Glutathione-independent glyoxalase HSP31	HSP31
NaN	NaN	NaN	17.82208	18.1959	17.9755	NaN	NaN	NaN	NaN	NaN	NaN	18.02869	17.92341	17.975	NaN	NaN	NaN	NaN	NaN	NaN	17.84953	18.21514	17.98014	NaN	NaN	NaN	6	6	6	5.9	5.9	5.9	136.9	0	19.171	4742800	26	Q04439	Q04439	Myosin-5	MYO5
21.03396	21.18077	21.7512	21.19021	21.29463	21.15103	20.7778	20.76409	20.81237	21.07966	21.27912	21.74878	20.66458	20.82268	20.80648	20.72949	20.75752	21.23766	21.05371	21.38416	21.52593	20.4915	20.82089	20.84269	20.89682	21.20258	20.8774	9	9	9	26.6	26.6	26.6	33.043	0	26.431	48615000	52	Q04491	Q04491	Protein transport protein SEC13	SEC13
NaN	NaN	NaN	18.90595	18.35973	18.53058	18.38793	18.96733	18.94986	18.55798	18.70698	NaN	18.1519	18.78517	18.55033	17.83442	18.64153	18.46961	NaN	NaN	NaN	17.6341	18.36594	18.55469	18.63658	18.55873	18.4913	4	4	4	27.6	27.6	27.6	18.356	0	13.406	7808200	29	Q04493	Q04493	Prefoldin subunit 5	GIM5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.56069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	2.4	2.4	2.4	103.02	0.0015649	4.5372	1157600	4	Q04500	Q04500	U3 small nucleolar RNA-associated protein 14	UTP14
NaN	NaN	NaN	NaN	NaN	18.74416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.98962	18.79557	NaN	NaN	NaN	NaN	NaN	NaN	18.78804	18.5677	18.91292	NaN	NaN	NaN	4	4	4	7.8	7.8	7.8	62.993	0	25.18	8407600	20	Q04636	Q04636	FACT complex subunit POB3	POB3
NaN	NaN	NaN	NaN	18.06266	17.33394	18.72357	19.60143	18.59641	NaN	NaN	NaN	17.28888	NaN	18.64614	18.67387	19.43896	18.57367	NaN	NaN	NaN	NaN	18.76432	18.77259	19.02215	19.07167	19.47156	4	4	4	6.2	6.2	6.2	91.704	0	14.768	6012100	28	Q04660	Q04660	Ribosome biogenesis protein ERB1	ERB1
