protein	X6A_1	X6A_2	X6A_3	X6A_4	X6A_5	X6A_6	X6A_7	X6A_8	X6A_9	X6B_1	X6B_2	X6B_3	X6B_4	X6B_5	X6B_6	X6B_7	X6B_8	X6B_9	X6C_1	X6C_2	X6C_3	X6C_4	X6C_5	X6C_6	X6C_7	X6C_8	X6C_9
Q06214	NaN	NaN	NaN	16.95844	17.12	17.15521	NaN	NaN	NaN	NaN	NaN	NaN	16.91099	16.97332	17.0458	NaN	NaN	NaN	NaN	NaN	NaN	16.83984	17.00668	17.16133	NaN	NaN	NaN
Q06217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.68099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q06218	NaN	NaN	NaN	18.18272	18.67173	18.56156	18.95242	19.34008	19.28482	NaN	NaN	NaN	18.27025	18.62253	18.81691	NaN	19.26593	19.08483	NaN	NaN	NaN	18.61061	18.6513	18.6225	18.9136	18.92801	18.75421
Q06252	21.38364	22.23631	22.31346	21.66032	21.61176	21.65312	21.64297	21.64544	21.62899	21.74538	22.23377	22.45435	21.72983	21.54552	21.6756	21.65123	21.55473	21.59163	NaN	21.91207	22.40712	21.67323	21.76511	21.71498	21.80947	21.62333	21.62859
Q06287	NaN	NaN	NaN	17.96274	18.10789	18.06403	18.39481	18.81278	18.59032	NaN	NaN	NaN	18.06303	18.10493	17.77417	18.19576	18.70073	18.36901	NaN	NaN	NaN	17.78832	17.51167	17.98815	17.98036	18.57515	18.12948
Q06344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.75558	NaN	NaN	NaN
Q06385	NaN	NaN	NaN	19.23531	19.37873	19.45214	19.70039	NaN	NaN	NaN	NaN	NaN	19.67057	19.54634	19.40031	20.00045	NaN	20.05577	NaN	NaN	NaN	20.15487	19.67852	19.73655	19.85121	19.61276	NaN
Q06405	NaN	NaN	NaN	18.75039	18.85444	18.96809	NaN	NaN	NaN	NaN	NaN	NaN	18.86206	18.91184	18.84466	NaN	NaN	NaN	NaN	NaN	NaN	19.08703	18.997	19.00594	NaN	NaN	NaN
Q06406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.09187
Q06440	NaN	NaN	NaN	19.50951	19.73049	19.68604	19.80648	20.06737	19.70411	NaN	NaN	NaN	19.56683	19.81361	19.37343	19.63925	19.86451	19.82909	NaN	NaN	NaN	19.27699	19.55103	19.70693	19.83362	20.11515	19.63618
Q06449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.92914	NaN	NaN	NaN
Q06489	NaN	NaN	NaN	18.96087	18.57493	18.8619	19.01247	19.17304	18.96981	NaN	NaN	NaN	18.47627	18.98424	18.70438	18.87018	18.99457	18.9879	NaN	NaN	NaN	18.45439	18.62835	18.87159	18.66952	19.47271	19.19039
Q06505	NaN	NaN	19.88187	19.26746	19.25412	19.3093	19.2734	19.59439	19.26808	19.94621	19.4264	19.84344	19.24028	19.17441	18.88813	19.70577	20.21324	19.7073	NaN	19.71421	19.56123	19.39236	18.97916	18.92752	19.59971	19.81867	19.54887
Q06506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.55255	NaN	NaN	NaN	NaN
Q06508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.51502	NaN	NaN	NaN
Q06523	NaN	NaN	NaN	19.01326	18.77886	18.72371	NaN	NaN	NaN	NaN	NaN	NaN	18.60697	18.63923	18.67504	NaN	NaN	NaN	NaN	NaN	NaN	18.70235	18.63439	18.75365	NaN	NaN	NaN
Q06580	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.62599	NaN	NaN	NaN
Q06631	NaN	18.89048	18.82252	18.46463	18.79338	18.66028	18.6986	19.01438	18.44896	NaN	18.69971	18.89256	18.66303	18.65742	18.77436	18.73856	19.05335	19.1681	NaN	18.69663	18.76817	18.39975	18.46416	18.37326	18.7123	18.80234	18.75883
Q06679	NaN	18.91143	18.81369	18.13701	18.43106	18.12938	NaN	NaN	NaN	NaN	18.93223	18.95988	18.06118	18.33438	18.11309	NaN	NaN	NaN	NaN	NaN	19.29352	18.46798	18.21977	18.35307	NaN	NaN	NaN
Q06685	NaN	NaN	NaN	18.56186	18.12202	18.43196	NaN	NaN	NaN	NaN	NaN	NaN	18.03885	NaN	18.25423	NaN	NaN	NaN	NaN	NaN	NaN	17.83492	17.68941	18.15689	NaN	NaN	NaN
Q06689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.22393	NaN	NaN	NaN	NaN	NaN
Q06697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.66108	NaN	NaN	NaN
Q06705	NaN	18.47683	NaN	NaN	18.56663	NaN	18.73615	NaN	19.40387	NaN	18.53016	18.59907	18.21869	18.76523	18.7339	19.09352	19.31604	18.79046	NaN	18.95111	19.19842	18.57482	18.84129	18.68876	NaN	19.00058	19.20048
Q06706	NaN	18.57865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.09355	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q06830ups	20.15462	19.08918	19.90473	18.85465	19.41526	19.04027	19.65211	19.29181	19.05957	21.82691	21.5316	22.08499	21.11076	20.90522	20.99755	21.44465	21.53469	21.49155	23.93346	24.0535	23.65916	23.00939	23.2387	23.11945	23.2069	23.19336	23.10056
Q06833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.73397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q06839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.25354
Q06991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.23285
Q07362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.36735	NaN	NaN	NaN	NaN	NaN	NaN
Q07381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.40939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.88319	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q07418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.56039	NaN	NaN	NaN
Q07451	NaN	NaN	NaN	19.34152	19.48026	19.58791	NaN	NaN	NaN	NaN	NaN	NaN	19.50671	19.56908	19.50684	NaN	NaN	NaN	NaN	NaN	NaN	19.63518	19.73437	19.62217	NaN	NaN	NaN
Q07478	22.5341	23.09144	22.62087	22.43525	22.69087	22.48689	22.69547	22.81863	22.91075	22.72906	22.99314	22.92714	22.47093	22.73506	22.52576	22.7324	23.04679	22.74546	NaN	22.63522	22.70839	22.56202	22.55272	22.50069	22.88116	22.70512	22.89308
Q07505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.29284
Q07541	NaN	NaN	NaN	NaN	NaN	NaN	18.42308	18.59954	18.72541	NaN	NaN	NaN	NaN	NaN	NaN	18.66397	18.25322	18.74544	NaN	NaN	NaN	NaN	NaN	NaN	18.66764	18.52913	18.77828
Q07551	NaN	NaN	NaN	19.93833	19.68888	19.63437	19.68676	19.98926	19.7108	NaN	NaN	NaN	19.54665	19.83317	19.68869	19.555	19.99134	19.66489	NaN	NaN	NaN	19.23515	19.50141	19.5367	19.40029	19.40175	19.72943
Q07623	NaN	NaN	NaN	19.44119	19.32674	18.70009	NaN	NaN	NaN	NaN	NaN	NaN	19.55686	19.1185	19.18394	19.70658	NaN	NaN	NaN	NaN	NaN	19.30628	18.98017	19.19852	19.58611	NaN	NaN
Q07648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.01775	NaN	NaN	NaN
Q07657	NaN	NaN	NaN	17.91158	18.29078	17.94398	NaN	NaN	NaN	NaN	18.36777	NaN	18.05197	18.31668	NaN	NaN	NaN	18.6381	NaN	NaN	18.6778	18.00366	18.48396	17.95197	NaN	18.4888	NaN
Q07844	NaN	NaN	NaN	18.50075	18.27898	18.51595	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.93111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q07896	NaN	NaN	NaN	NaN	NaN	16.3698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q07897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.98411
Q07914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.58379	NaN	NaN	NaN
Q07915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.74406
Q07938	NaN	NaN	NaN	18.17937	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.04212	18.20118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.9543	NaN	NaN	NaN	NaN
Q07953	NaN	NaN	NaN	17.91689	18.00168	17.9406	NaN	NaN	NaN	NaN	NaN	NaN	17.87454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.02139	18.02616	17.9802	NaN	NaN	NaN
Q08004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.00503
Q08096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.49201
Q08162	NaN	NaN	NaN	17.87664	17.89457	18.01291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.70388	17.55127	NaN	NaN	NaN	NaN	NaN	NaN	17.42251	17.19403	17.7034	NaN	NaN	NaN
Q08179	NaN	NaN	NaN	18.9346	18.63371	18.54355	18.31256	NaN	18.1893	NaN	NaN	NaN	18.61605	18.17967	18.23135	NaN	NaN	NaN	NaN	NaN	NaN	18.43274	18.2498	18.28415	NaN	18.35699	NaN
Q08193	NaN	NaN	NaN	18.44613	18.31225	18.03123	18.64773	18.84123	NaN	NaN	NaN	NaN	18.1705	18.20084	18.20924	18.52894	18.83932	18.55712	NaN	NaN	NaN	18.18461	18.27166	18.18529	18.32764	19.27563	18.38919
Q08208	NaN	20.23327	20.21419	19.85067	20.10265	20.0442	20.09738	20.14644	20.503	NaN	20.154	20.11362	19.94721	20.01482	19.97211	20.16754	20.29637	20.18338	NaN	19.89699	20.4492	19.94034	20.03214	19.97743	20.18653	20.21561	20.44172
Q08220	NaN	NaN	18.67452	NaN	NaN	NaN	18.20958	18.79861	18.59714	NaN	NaN	NaN	NaN	NaN	NaN	18.07436	18.66052	18.44593	NaN	NaN	NaN	NaN	NaN	NaN	18.04452	18.79281	18.56715
Q08224;Q08975	NaN	NaN	NaN	NaN	NaN	17.36145	NaN	NaN	NaN	NaN	NaN	NaN	17.02248	17.2692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.26591	17.21589	NaN	NaN	NaN
Q08225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.45203
Q08235	NaN	NaN	NaN	18.69517	18.64287	18.86526	18.5321	18.84086	18.8129	NaN	NaN	NaN	18.31274	19.03265	18.82056	18.36059	18.86915	18.85726	NaN	NaN	NaN	18.74307	18.45218	NaN	18.89785	18.97855	19.05349
Q08245	23.46675	24.96587	25.1931	24.71937	24.68726	24.64894	25.17676	25.07843	25.12719	25.56069	25.27306	25.13457	24.92615	24.72687	24.71864	25.21778	25.07611	24.97194	NaN	25.27391	25.37136	24.80946	24.7201	24.71864	25.0446	24.92098	25.07611
Q08287	NaN	NaN	NaN	NaN	NaN	NaN	18.90192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.8181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.56763	NaN	18.71011
Q08299	NaN	NaN	NaN	17.46746	18.03171	17.76208	NaN	NaN	NaN	NaN	NaN	NaN	17.58505	17.71545	17.62056	NaN	NaN	NaN	NaN	NaN	NaN	17.55817	17.51021	17.83757	NaN	NaN	NaN
Q08412	NaN	NaN	NaN	NaN	NaN	18.20805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.44277	18.29145	NaN	NaN	NaN
Q08421	NaN	NaN	NaN	17.19787	17.78091	17.24414	NaN	NaN	NaN	NaN	NaN	NaN	17.23013	17.1431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q08444	NaN	NaN	NaN	NaN	18.24126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.13671	18.15773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.09769	NaN	NaN	NaN
Q08492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.94295	NaN	NaN	NaN	NaN
Q08548	NaN	NaN	NaN	NaN	NaN	NaN	16.65285	17.88804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.42341	NaN	17.62856	NaN	NaN	NaN	NaN	NaN	NaN	17.3641	NaN	NaN
Q08601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.46627	NaN	NaN	NaN
Q08641	NaN	18.91395	NaN	19.1492	18.61112	18.52577	19.07446	18.7178	18.80303	NaN	18.68312	NaN	19.2754	18.84913	18.58666	18.5011	19.40314	18.80543	18.69132	NaN	NaN	19.15805	18.70432	18.62845	18.83006	19.05521	19.15054
Q08645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.14768	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q08647	NaN	NaN	NaN	18.53682	18.99976	18.75974	NaN	NaN	NaN	NaN	NaN	NaN	18.93718	18.6454	18.83981	NaN	NaN	NaN	NaN	NaN	NaN	18.64562	18.73698	18.90891	NaN	NaN	NaN
Q08686	NaN	NaN	NaN	19.0969	18.71297	18.53035	18.84965	19.04801	18.9138	NaN	NaN	NaN	18.41683	18.50955	18.61411	NaN	19.32025	19.08423	NaN	NaN	NaN	18.61888	18.56186	18.53549	NaN	19.51801	NaN
Q08687	NaN	NaN	NaN	17.73019	NaN	NaN	18.34581	18.35251	18.3569	NaN	NaN	NaN	18.11852	NaN	18.03101	18.31367	18.74583	18.56406	NaN	NaN	NaN	NaN	17.90994	NaN	18.50816	18.47599	NaN
Q08723	20.0418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.36185	NaN	19.86467	NaN	NaN	NaN	NaN	NaN	19.57537	NaN	NaN	19.81059	NaN	NaN	NaN	19.7823	NaN	NaN
Q08745;P46784	NaN	NaN	NaN	24.26163	22.45463	21.8808	24.14733	24.65835	24.20523	25.74701	NaN	25.45133	22.95605	23.43288	22.84841	24.06874	24.52115	24.05854	NaN	NaN	24.93387	24.04043	22.22964	23.76638	24.17402	23.86976	24.06456
Q08746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.85233
Q08920	NaN	NaN	NaN	NaN	NaN	NaN	18.38604	NaN	18.27116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.03918	18.40208	NaN	NaN	NaN	NaN	NaN	NaN	18.40611	18.2166	18.19244
Q08925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.2793	NaN
Q08951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.98231
Q08954	NaN	NaN	NaN	NaN	17.63722	17.7546	NaN	18.05621	18.53754	NaN	NaN	NaN	17.68579	NaN	17.68154	18.20319	18.05378	18.84092	NaN	NaN	NaN	17.52726	17.8383	NaN	NaN	18.02799	NaN
Q08960	NaN	NaN	NaN	17.57245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.34845	17.60487	17.6647	NaN	NaN	NaN	NaN	NaN	NaN	17.54397	17.64195	NaN	NaN	NaN	NaN
Q08962	NaN	NaN	NaN	NaN	NaN	NaN	20.24586	NaN	NaN	NaN	NaN	NaN	20.0189	NaN	NaN	20.44374	NaN	NaN	NaN	NaN	NaN	20.12187	NaN	NaN	NaN	NaN	NaN
Q08965	NaN	NaN	NaN	18.4915	18.30341	18.2413	NaN	18.04985	18.11299	NaN	NaN	NaN	NaN	18.05425	18.13931	17.8569	NaN	18.31712	NaN	NaN	NaN	18.0008	18.08057	17.86997	NaN	18.25972	18.29585
Q08971	20.88911	20.96028	20.91152	20.71272	20.73389	20.95404	20.99175	20.15066	21.27338	NaN	NaN	20.78357	20.34104	20.81261	20.62524	20.92738	20.57376	20.61513	NaN	21.38089	21.11712	20.15239	20.43532	20.45674	20.49775	20.0212	19.88126
Q08972	22.16555	22.06322	22.47353	22.24063	22.77844	22.88852	22.94088	22.8918	22.97014	22.6008	22.17319	22.61641	22.38809	22.38153	22.20991	22.88618	23.10362	23.121	22.87523	22.13396	22.44539	22.38356	22.29723	22.52258	22.61063	22.86359	22.74944
Q08977	NaN	NaN	NaN	NaN	17.5183	17.21684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.42308	17.59762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.56153	17.29966	NaN	NaN	NaN
Q08985;Q04898	20.37708	19.46092	20.12123	19.8683	20.20036	20.32674	20.38722	20.87418	20.39728	20.53003	20.09417	20.0212	20.18532	20.4864	20.32575	20.17804	20.39509	20.41524	20.52133	20.39289	20.33713	20.44879	20.32806	20.40862	20.32652	20.48473	20.29098
Q12000	NaN	18.72294	18.55446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.65676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q12009	NaN	NaN	NaN	18.20824	18.32602	18.25571	NaN	NaN	NaN	NaN	NaN	NaN	18.33281	18.47912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.34486	18.68798	18.33874	NaN	NaN	NaN
Q12010	NaN	NaN	NaN	18.44415	18.13836	17.83904	NaN	NaN	NaN	NaN	NaN	NaN	17.95674	17.97578	17.95345	NaN	NaN	NaN	NaN	NaN	NaN	17.76396	17.85355	17.95951	NaN	NaN	NaN
Q12017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.9266	NaN
Q12018	NaN	NaN	NaN	18.15783	18.04735	18.04164	NaN	NaN	NaN	NaN	NaN	NaN	18.00941	17.98103	17.68175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.86133	NaN	NaN	NaN	NaN
Q12019	NaN	NaN	NaN	18.08405	18.03639	18.1325	18.12772	18.26682	18.0052	NaN	NaN	NaN	18.01612	18.19662	18.14882	18.2393	17.99849	NaN	NaN	NaN	NaN	18.15462	17.94632	18.1631	NaN	18.21096	18.16992
Q12024	NaN	NaN	NaN	18.18645	18.29845	18.17251	18.25012	18.11716	18.15403	NaN	NaN	NaN	17.93578	18.35995	18.14629	18.74054	18.27034	18.26714	NaN	NaN	NaN	18.18466	18.15709	18.58454	NaN	18.20562	18.03451
Q12028	NaN	NaN	NaN	NaN	NaN	18.43335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q12029	NaN	NaN	NaN	17.32843	17.22289	17.3443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q12030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.57366	NaN
Q12035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.79167	NaN	NaN	NaN	NaN
Q12040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.07222
Q12068	19.11657	19.12131	19.27833	18.86178	19.3154	19.27089	19.40865	19.66761	19.91252	NaN	18.67497	NaN	18.93336	19.26986	19.21819	19.52927	19.33745	19.43673	NaN	19.04844	19.8016	19.12767	19.48081	19.37454	19.54911	19.8642	19.37346
Q12074	20.99009	NaN	NaN	22.17761	22.24066	22.20036	21.93955	22.00117	22.02608	20.29367	NaN	NaN	21.75279	21.81206	21.75083	21.74164	21.65443	21.86548	NaN	NaN	NaN	21.90043	21.65753	21.80652	21.86094	21.96645	21.96614
Q12078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.49966	NaN
Q12099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.57447	NaN	NaN	NaN
Q12109	21.26385	21.63192	21.83904	21.38732	21.25903	21.3801	21.40145	21.36105	21.46164	21.76644	21.39503	21.48621	21.32921	21.41457	21.34017	21.4291	21.39608	21.42598	NaN	21.63573	21.23292	21.65535	21.50393	21.34868	21.43064	21.34446	21.35412
Q12114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.52114	18.67508	NaN	NaN	NaN	NaN	NaN	NaN	18.46224	18.67418	18.55079	NaN	NaN	NaN	NaN	NaN	NaN	18.08784	18.54958	18.55195
Q12117;P38079	NaN	23.62321	22.48045	23.20456	23.20792	23.18277	22.82126	22.9362	22.71697	23.78566	22.16282	22.84056	22.85694	23.18415	22.84841	22.97437	22.67949	22.81954	NaN	23.11572	23.20328	22.83409	22.95591	23.1035	22.89842	22.76755	22.85131
Q12118	22.42601	22.3585	22.06631	22.65454	22.80205	22.83484	22.86693	23.16956	23.0421	22.58571	22.85688	22.45171	22.70763	22.6685	22.92725	22.91572	23.16385	22.95372	22.89853	22.09271	21.97008	22.63487	22.74176	22.86471	22.80349	23.08006	22.90568
Q12122	22.36423	22.20428	22.26104	22.60736	22.83327	22.82417	22.37318	22.64783	22.63416	22.06042	22.43398	22.15697	22.50079	22.64326	22.75776	22.41779	22.55082	22.45114	22.09013	22.29036	21.95237	22.55658	22.54326	22.60404	22.28246	22.63236	22.44172
Q12125	NaN	18.98284	NaN	18.76435	18.82712	19.09816	NaN	NaN	NaN	NaN	19.16327	NaN	18.84632	18.90877	18.81168	NaN	NaN	NaN	NaN	18.75228	NaN	18.68589	18.58362	18.79563	NaN	NaN	NaN
Q12136	NaN	NaN	NaN	18.48907	18.52509	18.47987	NaN	NaN	NaN	NaN	NaN	NaN	18.68883	18.56637	18.47999	NaN	NaN	NaN	NaN	NaN	NaN	18.68103	18.87781	18.73764	NaN	18.5353	NaN
Q12149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.12202
Q12154	NaN	20.45794	20.18797	20.503	20.38174	20.52306	20.31186	20.38353	20.56048	NaN	20.39509	20.15363	20.48414	20.41452	20.53479	20.53763	20.48787	21.25367	NaN	19.93272	20.37358	20.5514	20.3263	20.87418	20.29939	20.29804	20.61845
Q12159	23.31548	23.5518	23.60682	22.56428	22.84015	22.80087	22.94758	22.68577	22.89554	23.40821	23.60354	23.78317	22.60551	22.84086	22.80353	22.82608	22.72224	22.76624	23.50458	23.37955	23.46762	22.71764	22.93012	22.79654	22.8684	22.59425	22.84606
Q12164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.03182	NaN	NaN	NaN
Q12166	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.73271	NaN	NaN	NaN
